facility_id,facility_name,lga_name,suburb,postcode,full_address,latitude,longitude,sport,court_count,surface_type,indoor_outdoor,age_of_facility,condition_of_facility,condition_score,source_file,source_sheet,source_notes
BULOKEBULOKE8742,Charlton Indoor Sports Stadium,Buloke Shire Council,Charlton,3525,"Davies Street, CHARLTON 3525",-36.270101,143.359068,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
BULOKEBULOKE8754,Donald Recreation Reserve,Buloke Shire Council,Donald,3480,"Borung Highway, DONALD 3480",-36.363956,142.987001,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
BULOKEBULOKE8755,Donald Sports Stadium,Buloke Shire Council,Donald,3480,"Borung Highway, DONALD 3480",-36.364849,142.985663,Basketball,1,Wooden Gymnasium,Indoor,,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8776,Bamawm Indoor Sports Complex,Campaspe Shire Council,Bamawm,3561,"Bamawm Hall Road, BAMAWM 3561",-36.26296,144.588841,Basketball,1,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8779,Campaspe Valley Community Centre,Campaspe Shire Council,Rochester,3561,"Edwards Street, ROCHESTER 3561",-36.352651,144.699532,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8832,Echuca Sporting Complex,Campaspe Shire Council,Echuca,3564,"College Drive, ECHUCA 3564",-36.130663,144.733057,Basketball,1,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8787,Fonterra Sports & Entertainment Centre,Campaspe Shire Council,Echuca,3564,"High Street South, ECHUCA 3564",-36.143764,144.753281,Basketball,3,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8798,Kyabram Sports & Entertainment Centre,Campaspe Shire Council,Kyabram,3620,"408 Allan Street, KYABRAM 3620",-36.313875,145.06022,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8805,Lockington Recreation Reserve,Campaspe Shire Council,Lockington,3563,"Burns Street, LOCKINGTON 3563",-36.265744,144.541312,Basketball,2,Synthetic,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CAMPAS8823,Tongala Leisure Centre,Campaspe Shire Council,Tongala,3621,"Henderson Road, TONGALA 3621",-36.24631,144.946221,Basketball,1,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CARDIN10990,Bunyip Basketball Stadium,Cardinia Shire Council,Bunyip,3815,"Nar Nar Goon-Longwarry Road, BUNYIP 3815",-38.100945,145.718807,Basketball,1,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CARDIN10994,Cardinia Life,Cardinia Shire Council,Pakenham,3810,"4 Olympic Way, PAKENHAM 3810",-38.065909,145.459523,Basketball,8,Wooden Gymnasium,Indoor,6 - 10 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CARDIN10999,Cockatoo Indoor Sports Complex,Cardinia Shire Council,Cockatoo,3781,"Mountain Road, COCKATOO 3781",-37.926679,145.50362,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12299,Banjo Patterson Park,Casey City Council,Lynbrook,3975,"Patterson Drive, LYNBROOK 3975",-38.056559,145.24987,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC5644,Casey Indoor Leisure Centre,Casey City Council,,,",",-38.113,145.296,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12249,Casey Indoor Leisure Centre,Casey City Council,Cranbourne,3977,"New Holland Drive, CRANBOURNE 3977",-38.112772,145.294045,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12277,Endeavour Hills Leisure Centre,Casey City Council,Endeavour Hills,3802,"10 Raymond MCMahon Boulevard, ENDEAVOUR HILLS 3802",-37.978588,145.259785,Basketball,2,Wooden Gymnasium,Indoor,Same as above,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12264,"Glover Recreation Reserve,",Casey City Council,Deavon Meadows,,"Browns Road, DEAVON MEADOWS",-38.15697,145.302327,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC5587,Jackson Reserve Playground,Casey City Council,Narre Warren,3805,"52 Jacksons Road, NARRE WARREN 3805",-37.99847,145.307859,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12259,"Lawson Poole Recreation Reserve,",Casey City Council,Cranbourne,3977,"Lesdon Avenue, CRANBOURNE 3977",-38.083526,145.274553,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12306,Max Pawsey Recreation Reserve,Casey City Council,Narre Warren,3805,"Magid Drive, NARRE WARREN 3805",-38.017492,145.298057,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12262,"Morning Mist Recreation Reserve,",Casey City Council,Cranbourne South,3977,"Browns Road, CRANBOURNE SOUTH 3977",-38.146868,145.232147,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12266,Power Reserve,Casey City Council,Doveton,3177,"Power Road, DOVETON 3177",-37.980461,145.241124,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CASEYC12324,Warneet Recreation Reserve,Casey City Council,Warneet,3980,"Warneet Road, WARNEET 3980",-38.219145,145.313461,Basketball,1,Asphalt,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CENTRA12561,Maryborough Sports and Leisure Centre,Central Goldfields Shire Council,Maryborough,3465,"40 Gillies Street, MARYBOROUGH 3465",-37.05575,143.743896,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CENTRA12571,Talbot Indoor Recreation Centre,Central Goldfields Shire Council,Talbot,3371,"Avoca Road, TALBOT 3371",-37.169509,143.695397,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
COLACO11279,Blue Water Fitness Centre,Colac Otway Shire Council,Colac,3250,"118 Hearn Street , COLAC 3250",-38.35032,143.588796,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
COLACO11300,Kennett River Tennis Court,Colac Otway Shire Council,Kennett River,3234,"6 Hawdon Avenue, KENNETT RIVER 3234",-38.667834,143.860289,Basketball,1,Synthetic,Outdoor,51 Years +,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CORANG12753,Camperdown Community Centre,Corangamite Shire Council,Camperdown,3260,"1 Fuller Street , CAMPERDOWN 3260",-38.23208,143.144455,Basketball,2,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CORANG12762,Cobden Indoor Sports Centre,Corangamite Shire Council,Cobden,3266,"McKenzie Street , COBDEN 3266",-38.324525,143.067906,Basketball,1,Wooden Gymnasium,Indoor,,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CORANG12782,Terang and District Sport and Recreation Centre,Corangamite Shire Council,Terang,3264,"Strong Street , TERANG 3264",-38.242976,142.921208,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
CORANG12788,Timboon Indoor Sports Centre,Corangamite Shire Council,Timboon,3268,"Hamilton Street , TIMBOON 3268",-38.483908,142.972299,Basketball,1,Wooden Gymnasium,Indoor,,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11624,Dandenong Indoor Sports Stadium,Dandenong City Council,Dandenong North,3175,"270 Stud Road, DANDENONG NORTH 3175",-37.964204,145.226509,Basketball,15,Wooden Gymnasium,Indoor,,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11649,Noble Park Community Centre,Dandenong City Council,Noble Park,3174,"Memorial Drive, NOBLE PARK 3174",-37.961328,145.171495,Basketball,1,Wooden Gymnasium,Indoor,,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11663,Springers Leisure Centre,Dandenong City Council,Keysborough,3173,"400 Cheltnam Road, KEYSBOROUGH 3173",-37.995822,145.153915,Basketball,3,Wooden Gymnasium,Indoor,11 - 25 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
DAREBI11808,Darebin Community Sports Stadium,Darebin City Council,Reservoir,3073,"857 Plenty Road, RESERVOIR 3073",-37.721381,145.030317,Basketball,4,,Unknown,6 - 10 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
DAREBI11826,Judith Scott Memorial Reserve,Darebin City Council,Kingsbury,3083,"Browning Street, KINGSBURY 3083",-37.718987,145.034413,Basketball,1,,Unknown,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
DAREBI11827,Keon Park Youth Club & Community Hall,Darebin City Council,Keon Park,3073,"Dole Avenue, KEON PARK 3073",-37.701083,145.020205,Basketball,,,Unknown,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
EASTGI10986,Bairnsdale Aquatic & Recreation Centre,East Gippsland Shire Council,Bairnsdale,3875,"80 McKean Street, BAIRNSDALE 3875",-37.826549,147.604779,Basketball,,Wooden Gymnasium,Indoor,,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
EASTGI11024,Mallacoota Halls & Recreation Reserve,East Gippsland Shire Council,Mallacoota,3892,"102 Betka Road, MALLACOOTA 3892",-37.559152,149.757183,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
FRANKS11055,Frankston Basketball Stadium,Frankston City Council,Seaford,3198,"Bardia Avenue, SEAFORD 3198",-38.120135,145.133833,Basketball,6,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
FRANKS11042,Langwarren Basketball Stadium (Elizabeth Murdoch college),Frankston City Council,Langwarrin,3910,"80 Warrandyte Road, LANGWARRIN 3910",-38.158699,145.190719,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GANNAW8838,Cohuna Education Community Activity Centre,Gannawarra Shire Council,Cohuna,3568,"King George Street, COHUNA 3568",-35.811551,144.22459,Basketball,2,Wooden Flooring,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GANNAW8864,Kerang Basketball Centre,Gannawarra Shire Council,Kerang,3579,"Maxwell Street, KERANG 3579",-35.851678,143.52531,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11028,Deakin YMCA Geelong,Geelong City Council,Waurn Ponds,3216,"75 Pigdons Road, WAURN PONDS 3216",-38.195209,144.30429,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11056,Geelong Arena,Geelong City Council,North Geelong,3215,"110 Victoria Street, NORTH GEELONG 3215",-38.123306,144.351142,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE11105,Newtown Stadium,Geelong City Council,Newtown,3220,"25 Riversdale Road, NEWTOWN 3220",-38.16202,144.338759,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GLENEI11218,Glen Eira Sports and Aquatic Centre,Glen Eira City Council,Bentleigh East,3165,"186 East Boundary Road, BENTLEIGH EAST 3165",-37.916884,145.061671,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GLENEL11609,Casterton Family & Leisure Centre,Glenelg Shire Council,Casterton,3311,"white Street, CASTERTON 3311",-37.589607,141.388212,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GLENEL11587,Fitzgerald Street Stadium,Glenelg Shire Council,Portland,3305,"Fitzgerald Street, PORTLAND 3305",-38.339978,141.589555,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GLENEL11572,Heywood Community Complex,Glenelg Shire Council,Heywood,3304,"20 Gorrie Street, HEYWOOD 3304",-38.138391,141.62712,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GOLDEN8281,Bannockburn Community Sports Stadium,Golden Plains Shire Council,Bannockburn,3331,"32 High Street, BANNOCKBURN 3331",-38.047517,144.169761,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GOLDEN8283,Bannockburn Recreation Centre,Golden Plains Shire Council,Bannockburn,3331,"132 Milton Street, BANNOCKBURN 3331",-38.040528,144.162849,Basketball,2,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GOLDEN8295,Haddon Recreation Centre,Golden Plains Shire Council,Haddon,3351,"396 Sago Hill Road, HADDON 3351",-37.588001,143.722593,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GOLDEN8305,Linton Recreation Reserve Stadium,Golden Plains Shire Council,Linton,3360,"9 Brooke Street, LINTON 3360",-37.682917,143.567159,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GOLDEN8317,Smythesdale (Woady Yaloak) Recreation Reserve,Golden Plains Shire Council,Smythesdale,3351,"55 Heales Street, SMYTHESDALE 3351",-37.64325,143.68236,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,1. Very Poor,1.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HEPBUR9221,Clunes Sporting Complex,Hepburn Shire Council,Clunes,3370,"Cameron Street, CLUNES 3370",,,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HEPBUR9227,Daylesford ARC Recreation Centre,Hepburn Shire Council,Daylesford,3460,"39 Smith Street, DAYLESFORD 3460",-37.3355,144.1515,Basketball,2,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HINDMA9251,Dimboola Sports Stadium,Hindmarsh Shire Council,Dimboola,3414,"Lloyd Street, DIMBOOLA 3414",-36.460127,142.025603,Basketball,1,Wooden Flooring,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HINDMA9260,Lowan Sports Centre,Hindmarsh Shire Council,Nhill,3418,"Whitehead Avenue, NHILL 3418",-36.332494,141.658779,Basketball,1,"Cement (Hard Court), Synthetic",Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HOBSON12930,Altona Green Park,Hobsons Bay City Council,Altona Meadows,3028,"252 Victoria Street, ALTONA MEADOWS 3028",-37.887654,144.782078,Basketball,2,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HOBSON12935,Altona Sports Centre,Hobsons Bay City Council,Altona Meadows,3028,"Queens Street, ALTONA MEADOWS 3028",-37.876617,144.797079,Basketball,6,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HOBSON12938,Armstrong Reserve,Hobsons Bay City Council,Newport,3015,"79 Wilkins Street, NEWPORT 3015",-37.846977,144.888263,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HOBSON12970,Lifestyle Williamstown (Newport Park Leisure Centre),Hobsons Bay City Council,Newport,3015,"North Road, NEWPORT 3015",-37.844784,144.895244,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HORSHA11357,Horsham Basketball Stadium,Horsham Rural City Council,Horsham,3400,"McPherson Street, HORSHAM 3400",-36.719358,142.205428,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
